customer_id,last_txn_date,activity_status
C6772,2024-12-05,Active
C6773,2025-10-30,Active
C6774,2025-03-18,Active
C6775,2024-12-24,Active
C6776,2024-12-24,Active
C6777,2025-07-26,Active
C6778,2025-02-14,Active
C6779,2025-04-19,Active
C6780,2025-03-14,Active
C6781,2025-02-06,Active
C6782,2025-03-01,Active
C6783,2025-08-11,Active
C6784,2025-02-11,Active
C6785,2024-12-12,Active
C6786,2025-03-23,Active
C6787,2025-08-08,Active
C6788,2025-08-21,Active
C6789,2025-02-07,Active
C6790,2025-08-05,Active
C6791,2025-02-06,Active
C6792,2025-08-03,Active
C6793,2025-07-14,Active
C6794,2025-07-25,Active
C6795,2025-10-31,Active
C6796,2025-06-10,Active
C6797,2025-10-05,Active
C6798,2025-09-30,Active
C6799,2025-01-28,Active
C6800,2025-01-17,Active
C6801,2025-09-23,Active
C6802,2025-09-28,Active
C6803,2025-03-22,Active
C6804,2025-05-15,Active
C6805,2025-10-19,Active
C6806,2025-02-14,Active
C6807,2025-08-26,Active
C6808,2025-07-25,Active
C6809,2025-04-07,Active
C6810,2025-03-10,Active
C6811,2025-05-02,Active
C6812,2025-05-28,Active
C6813,2024-12-15,Active
C6814,2025-04-02,Active
C6815,2024-12-19,Active
C6816,2025-09-24,Active
C6817,2025-07-08,Active
C6818,2025-07-18,Active
C6819,2025-09-08,Active
C6820,2025-04-15,Active
C6821,2025-10-12,Active
C6822,2025-07-24,Active
C6823,2025-05-23,Active
C6824,2025-01-28,Active
C6825,2025-07-27,Active
C6826,2025-04-19,Active
C6827,2025-01-08,Active
C6828,2024-12-29,Active
C6829,2025-03-14,Active
C6830,2024-12-22,Active
C6831,2025-03-12,Active
C6832,2025-08-22,Active
C6833,2025-07-30,Active
C6834,2025-05-13,Active
C6835,2025-09-07,Active
C6836,2025-06-06,Active
C6837,2025-11-01,Active
C6838,2025-04-03,Active
C6839,2025-01-04,Active
C6840,2025-08-02,Active
C6841,2025-02-14,Active
C6842,2025-10-05,Active
C6843,2025-03-24,Active
C6844,2025-03-15,Active
C6845,2025-11-02,Active
C6846,2025-08-03,Active
C6847,2025-07-14,Active
C6848,2025-08-22,Active
C6849,2024-12-26,Active
C6850,2025-03-13,Active
C6851,2025-07-23,Active
C6852,2024-12-22,Active
C6853,2025-05-12,Active
C6854,2025-04-09,Active
C6855,2024-12-12,Active
C6856,2025-08-11,Active
C6857,2025-06-04,Active
C6858,2025-09-23,Active
C6859,2025-11-08,Active
C6860,2025-06-27,Active
C6861,2025-09-17,Active
C6862,2025-04-03,Active
C6863,2025-02-21,Active
C6864,2025-04-14,Active
C6865,2025-03-10,Active
C6866,2025-09-30,Active
C6867,2025-08-17,Active
C6868,2025-07-23,Active
C6869,2025-03-31,Active
C6870,2025-08-27,Active
C6871,2024-12-07,Active
C6872,2025-03-02,Active
C6873,2025-02-28,Active
C6874,2024-12-30,Active
C6875,2025-04-15,Active
C6876,2025-04-29,Active
C6877,2025-06-17,Active
C6878,2025-09-10,Active
C6879,2025-01-03,Active
C6880,2025-03-17,Active
C6881,2024-12-19,Active
C6882,2025-05-17,Active
C6883,2025-02-01,Active
C6884,2025-08-11,Active
C6885,2025-05-15,Active
C6886,2025-06-19,Active
C6887,2025-02-22,Active
C6888,2025-03-24,Active
C6889,2024-12-08,Active
C6890,2025-06-16,Active
C6891,2025-01-19,Active
C6892,2025-02-02,Active
C6893,2025-07-07,Active
C6894,2025-02-21,Active
C6895,2025-03-07,Active
C6896,2025-04-09,Active
C6897,2025-05-19,Active
C6898,2025-08-26,Active
C6899,2025-05-02,Active
C6900,2024-12-29,Active
C6901,2024-11-30,Active
C6902,2025-10-13,Active
C6903,2025-04-15,Active
C6904,2025-04-02,Active
C6905,2025-10-30,Active
C6906,2025-08-12,Active
C6907,2024-11-28,Active
C6908,2025-10-26,Active
C6909,2025-03-31,Active
C6910,2025-01-21,Active
C6911,2025-10-23,Active
C6912,2024-12-22,Active
C6913,2025-02-26,Active
C6914,2025-09-01,Active
C6915,2025-09-16,Active
C6916,2025-06-22,Active
C6917,2025-07-18,Active
C6918,2025-10-13,Active
C6919,2025-04-18,Active
C6920,2025-03-14,Active
C6921,2025-06-14,Active
C6922,2025-07-08,Active
C6923,2025-05-08,Active
C6924,2025-02-02,Active
C6925,2025-09-27,Active
C6926,2025-02-03,Active
C6927,2024-12-03,Active
C6928,2025-04-05,Active
C6929,2025-10-15,Active
C6930,2025-09-06,Active
C6931,2025-04-02,Active
C6932,2025-09-08,Active
C6933,2025-08-04,Active
C6934,2025-04-17,Active
C6935,2024-12-21,Active
C6936,2025-06-25,Active
C6937,2025-04-16,Active
C6938,2025-08-10,Active
C6939,2025-01-09,Active
C6940,2025-03-07,Active
C6941,2025-02-27,Active
C6942,2025-04-09,Active
C6943,2025-07-13,Active
C6944,2025-01-04,Active
C6945,2025-07-25,Active
C6946,2025-08-13,Active
C6947,2025-01-26,Active
C6948,2025-07-17,Active
C6949,2025-02-21,Active
C6950,2025-05-07,Active
C6951,2025-06-25,Active
C6952,2025-09-21,Active
C6953,2025-10-24,Active
C6954,2025-10-03,Active
C6955,2025-06-01,Active
C6956,2025-10-27,Active
C6957,2024-11-29,Active
C6958,2025-09-10,Active
C6959,2025-06-11,Active
C6960,2024-12-05,Active
C6961,2025-01-09,Active
C6962,2025-01-11,Active
C6963,2025-04-03,Active
C6964,2025-10-30,Active
C6965,2025-08-31,Active
C6966,2025-09-05,Active
C6967,2025-05-08,Active
C6968,2025-08-22,Active
C6969,2025-07-16,Active
C6970,2025-10-29,Active
C6971,2025-04-15,Active
C6972,2025-06-25,Active
C6973,2025-01-01,Active
C6974,2025-08-25,Active
C6975,2025-05-02,Active
C6976,2025-09-30,Active
C6977,2025-06-18,Active
C6978,2025-09-01,Active
C6979,2025-10-21,Active
C6980,2025-06-26,Active
C6981,2025-07-26,Active
C6982,2025-04-23,Active
C6983,2025-09-19,Active
C6984,2025-09-23,Active
C6985,2025-09-27,Active
C6986,2025-01-22,Active
C6987,2025-05-14,Active
C6988,2025-07-07,Active
C6989,2025-05-30,Active
C6990,2025-07-22,Active
C6991,2025-03-12,Active
C6992,2025-04-21,Active
C6993,2025-07-20,Active
C6994,2024-12-12,Active
C6995,2025-06-09,Active
C6996,2025-10-16,Active
C6997,2025-10-26,Active
C6998,2025-03-08,Active
C6999,2025-05-31,Active
C7000,2025-08-15,Active
C7001,2025-08-01,Active
C7002,2025-09-07,Active
C7003,2025-04-14,Active
C7004,2025-05-15,Active
C7005,2025-02-03,Active
C7006,2025-01-14,Active
C7007,2024-12-10,Active
C7008,2025-03-24,Active
C7009,2025-01-21,Active
C7010,2025-02-17,Active
C7011,2025-02-09,Active
C7012,2024-12-09,Active
C7013,2025-09-08,Active
C7014,2025-08-29,Active
C7015,2025-03-14,Active
C7016,2025-11-04,Active
C7017,2025-01-07,Active
C7018,2024-12-04,Active
C7019,2025-05-20,Active
C7020,2025-05-25,Active
C7021,2026-05-09,Active
C7022,2026-05-09,Active
C7023,2026-05-09,Active
C7024,2026-05-09,Active
C7025,2026-05-09,Active
C7026,2026-05-09,Active
C7027,2026-05-09,Active
C7028,2026-05-09,Active
C7029,2026-05-09,Active
C7030,2026-05-09,Active
C7031,2026-05-09,Active
C7032,2026-05-09,Active
C7033,2026-05-09,Active
C7034,2026-05-09,Active
C7035,2026-05-09,Active
C7036,2026-05-09,Active
C7037,2026-05-09,Active
C7038,2026-05-09,Active
C7039,2026-05-09,Active
C7040,2026-05-09,Active
C7041,2025-06-25,Active
C7042,2024-01-18,Active
C7043,2025-03-03,Dormant
C7044,2025-08-12,Dormant
C7045,2024-08-22,Dormant
C7046,2023-11-07,Dormant
C7047,2024-04-18,Active
C7048,2025-09-04,Active
C7049,2024-05-29,Active
C7050,2024-02-09,Active
C7051,2025-07-03,Dormant
C7052,2024-09-20,Dormant
C7053,2024-07-24,Dormant
C7054,2025-08-23,Dormant
C7055,2024-10-13,Dormant
C7056,2024-12-24,Active
C7057,2025-01-17,Active
C7058,2025-04-05,Active
C7059,2024-05-10,Dormant
C7060,2024-06-24,Active
C7061,2024-01-30,Dormant
C7062,2025-04-28,Active
C7063,2023-12-05,Dormant
C7064,2024-11-21,Dormant
C7065,2023-12-04,Dormant
C7066,2025-06-22,Dormant
C7067,2024-07-19,Active
C7068,2025-09-06,Active
C7069,2024-11-01,Active
C7070,2025-09-21,Active
C7071,2024-06-19,Active
C7072,2025-03-22,Active
C7073,2025-04-15,Dormant
C7074,2024-06-07,Dormant
C7075,2024-02-22,Dormant
C7076,2024-01-15,Active
C7077,2024-03-08,Dormant
C7078,2025-03-27,Dormant
C7079,2024-10-14,Active
C7080,2025-05-07,Active
C7081,2024-12-25,Dormant
C7082,2024-04-28,Dormant
C7083,2024-10-16,Dormant
C7084,2025-07-13,Active
C7085,2024-10-28,Active
C7086,2023-12-12,Dormant
C7087,2024-04-15,Dormant
C7088,2024-11-23,Dormant
C7089,2023-10-25,Dormant
C7090,2025-01-31,Dormant
C7091,2024-05-08,Active
C7092,2025-01-12,Dormant
C7093,2024-02-17,Active
C7094,2024-01-26,Active
C7095,2025-07-09,Dormant
C7096,2025-08-03,Active
C7097,2025-04-24,Active
C7098,2025-03-07,Dormant
C7099,2025-07-11,Dormant
C7100,2024-09-30,Active
C7101,2025-06-02,Dormant
C7102,2025-04-10,Active
C7103,2024-04-28,Active
C7104,2024-11-01,Active
C7105,2024-03-02,Active
C7106,2024-10-24,Active
C7107,2024-02-09,Dormant
C7108,2024-08-26,Dormant
C7109,2024-06-02,Active
C7110,2025-04-01,Dormant
C7111,2025-01-23,Active
C7112,2024-07-19,Active
C7113,2025-06-14,Active
C7114,2024-04-26,Active
C7115,2023-12-04,Active
C7116,2024-07-19,Active
C7117,2023-10-25,Active
C7118,2024-01-10,Active
C7119,2023-11-20,Active
C7120,2023-12-08,Active
C7121,2025-01-11,Dormant
C7122,2024-05-22,Active
C7123,2025-01-02,Active
C7124,2024-11-21,Dormant
C7125,2024-04-08,Dormant
C7126,2025-05-01,Active
C7127,2025-07-21,Dormant
C7128,2025-08-31,Dormant
C7129,2024-06-19,Active
C7130,2023-11-16,Active
C7131,2024-10-12,Dormant
C7132,2024-10-03,Dormant
C7133,2023-12-28,Active
C7134,2025-03-13,Active
C7135,2024-09-23,Dormant
C7136,2024-05-10,Dormant
C7137,2025-04-12,Dormant
C7138,2024-05-05,Active
C7139,2025-06-08,Dormant
C7140,2024-07-21,Active
C7141,2025-05-04,Active
C7142,2024-12-30,Dormant
C7143,2024-02-11,Dormant
C7144,2024-03-23,Active
C7145,2025-01-21,Active
C7146,2024-12-26,Active
C7147,2024-12-15,Active
C7148,2024-07-17,Active
C7149,2024-07-08,Dormant
C7150,2024-01-07,Dormant
C7151,2025-05-16,Active
C7152,2024-06-16,Active
C7153,2024-10-30,Active
C7154,2025-07-22,Dormant
C7155,2025-06-20,Dormant
C7156,2024-12-06,Active
C7157,2023-12-02,Active
C7158,2024-03-11,Dormant
C7159,2025-02-21,Dormant
C7160,2024-08-27,Dormant
C7161,2025-07-09,Dormant
C7162,2023-12-26,Dormant
C7163,2025-07-28,Active
C7164,2025-03-04,Active
C7165,2024-12-08,Active
C7166,2024-02-05,Active
C7167,2023-12-20,Dormant
C7168,2024-07-23,Active
C7169,2024-07-22,Dormant
C7170,2025-06-18,Active
C7171,2024-12-29,Dormant
C7172,2024-12-11,Dormant
C7173,2024-03-10,Active
C7174,2023-10-29,Active
C7175,2024-06-01,Dormant
C7176,2024-02-17,Dormant
C7177,2024-08-04,Dormant
C7178,2024-11-15,Active
C7179,2024-03-27,Dormant
C7180,2024-09-05,Dormant
C7181,2024-10-31,Dormant
C7182,2024-04-26,Active
C7183,2025-02-11,Dormant
C7184,2024-10-27,Dormant
C7185,2025-08-18,Active
C7186,2024-08-27,Dormant
C7187,2025-03-02,Active
C7188,2024-07-26,Active
C7189,2024-08-08,Active
C7190,2023-11-06,Dormant
C7191,2025-07-12,Active
C7192,2024-03-09,Active
C7193,2025-04-11,Dormant
C7194,2025-01-21,Dormant
C7195,2025-09-15,Dormant
C7196,2023-12-24,Active
C7197,2024-01-28,Active
C7198,2024-02-21,Dormant
C7199,2025-06-15,Dormant
C7200,2024-10-19,Dormant
C7201,2024-09-27,Active
C7202,2024-07-12,Active
C7203,2025-04-14,Active
C7204,2025-07-09,Dormant
C7205,2025-08-07,Active
C7206,2025-08-20,Active
C7207,2024-10-18,Active
C7208,2024-10-03,Dormant
C7209,2024-06-15,Dormant
C7210,2024-03-07,Active
C7211,2025-06-14,Dormant
C7212,2024-06-11,Dormant
C7213,2024-12-09,Active
C7214,2023-10-27,Active
C7215,2024-05-08,Dormant
C7216,2024-04-20,Active
C7217,2025-06-28,Active
C7218,2024-03-16,Active
C7219,2025-05-24,Active
C7220,2024-08-21,Dormant
C7221,2024-08-09,Active
C7222,2024-07-17,Dormant
C7223,2024-09-24,Dormant
C7224,2024-11-24,Active
C7225,2025-02-07,Dormant
C7226,2025-03-01,Active
C7227,2025-05-13,Active
C7228,2024-02-23,Dormant
C7229,2025-05-19,Active
C7230,2024-03-13,Active
C7231,2025-04-21,Dormant
C7232,2025-06-25,Active
C7233,2024-05-27,Dormant
C7234,2024-01-19,Active
C7235,2025-04-11,Dormant
C7236,2025-04-04,Active
C7237,2025-06-22,Dormant
C7238,2025-04-29,Active
C7239,2025-09-19,Active
C7240,2024-03-14,Dormant
C7241,2025-04-05,Dormant
C7242,2024-06-14,Dormant
C7243,2025-03-10,Dormant
C7244,2025-01-01,Dormant
C7245,2024-12-23,Active
C7246,2024-07-08,Active
C7247,2025-08-12,Dormant
C7248,2025-01-21,Active
C7249,2024-06-24,Active
C7250,2023-10-27,Dormant
C7251,2024-09-11,Dormant
C7252,2025-07-10,Active
C7253,2025-03-24,Active
C7254,2025-08-29,Active
C7255,2024-07-31,Dormant
C7256,2023-11-16,Dormant
C7257,2025-09-15,Active
C7258,2025-04-12,Dormant
C7259,2024-08-06,Active
C7260,2025-04-04,Dormant
C7261,2024-04-04,Active
C7262,2024-07-08,Active
C7263,2024-09-17,Dormant
C7264,2024-08-26,Dormant
C7265,2025-09-08,Dormant
C7266,2024-01-22,Dormant
C7267,2024-05-27,Active
C7268,2025-08-20,Active
C7269,2025-04-19,Active
C7270,2025-08-24,Active
C7271,2024-06-23,Active
C7272,2025-06-16,Dormant
C7273,2024-08-11,Active
C7274,2023-11-07,Dormant
C7275,2025-05-19,Dormant
C7276,2024-07-06,Active
C7277,2025-01-31,Dormant
C7278,2024-08-07,Active
C7279,2024-12-10,Active
C7280,2024-04-17,Active
C7281,2023-12-06,Active
C7282,2025-04-08,Active
C7283,2024-05-24,Active
C7284,2024-04-25,Dormant
C7285,2025-06-22,Dormant
C7286,2025-08-14,Dormant
C7287,2024-12-16,Active
C7288,2025-08-18,Dormant
C7289,2024-03-09,Dormant
C7290,2024-07-22,Dormant
C7291,2025-05-28,Active
C7292,2025-06-19,Dormant
C7293,2024-04-26,Active
C7294,2025-08-16,Dormant
C7295,2024-06-12,Active
C7296,2024-06-04,Active
C7297,2024-01-07,Active
C7298,2023-12-30,Active
C7299,2025-05-01,Dormant
C7300,2023-10-24,Active
C7301,2024-09-10,Active
C7302,2023-11-09,Dormant
C7303,2024-06-12,Active
C7304,2025-04-12,Active
C7305,2024-11-10,Dormant
C7306,2025-08-18,Active
C7307,2025-04-13,Dormant
C7308,2025-09-07,Dormant
C7309,2025-02-01,Active
C7310,2024-11-13,Dormant
C7311,2025-06-21,Active
C7312,2025-06-25,Dormant
C7313,2025-01-29,Dormant
C7314,2025-04-12,Active
C7315,2024-09-10,Active
C7316,2024-04-16,Dormant
C7317,2024-09-14,Active
C7318,2025-07-09,Active
C7319,2025-02-20,Active
C7320,2024-11-20,Dormant
C7321,2025-01-04,Dormant
C7322,2024-04-06,Dormant
C7323,2025-01-05,Active
C7324,2025-07-04,Dormant
C7325,2024-01-19,Active
C7326,2025-08-03,Dormant
C7327,2024-02-01,Dormant
C7328,2024-10-11,Active
C7329,2024-06-12,Active
C7330,2025-01-30,Active
C7331,2024-02-24,Dormant
C7332,2024-08-17,Dormant
C7333,2024-11-14,Active
C7334,2025-06-07,Dormant
C7335,2025-06-05,Active
C7336,2024-08-14,Active
C7337,2025-01-25,Dormant
C7338,2025-05-27,Active
C7339,2024-10-10,Dormant
C7340,2024-04-12,Active
C7341,2025-07-16,Dormant
C7342,2023-12-05,Active
C7343,2024-12-24,Active
C7344,2024-11-30,Active
C7345,2024-05-09,Active
C7346,2024-05-18,Dormant
C7347,2024-04-20,Dormant
C7348,2024-07-16,Active
C7349,2025-08-16,Active
C7350,2025-04-01,Dormant
C7351,2025-03-21,Active
C7352,2025-08-04,Dormant
C7353,2024-12-14,Dormant
C7354,2024-08-14,Dormant
C7355,2024-09-07,Dormant
C7356,2023-11-14,Active
C7357,2024-11-07,Active
C7358,2025-05-20,Dormant
C7359,2023-12-25,Active
C7360,2024-07-19,Dormant
C7361,2024-12-20,Active
C7362,2025-06-05,Dormant
C7363,2024-05-16,Active
C7364,2024-12-16,Active
C7365,2024-10-21,Active
C7366,2025-01-30,Active
C7367,2024-05-14,Dormant
C7368,2025-04-05,Dormant
C7369,2025-04-30,Active
C7370,2024-08-17,Dormant
C7371,2024-08-04,Active
C7372,2025-06-14,Active
C7373,2023-11-25,Dormant
C7374,2024-05-09,Dormant
C7375,2023-12-25,Dormant
C7376,2024-02-25,Active
C7377,2024-03-08,Active
C7378,2025-01-24,Active
C7379,2024-02-16,Active
C7380,2023-12-27,Active
C7381,2025-09-20,Active
C7382,2024-03-11,Active
C7383,2025-08-09,Dormant
C7384,2025-09-11,Active
C7385,2024-02-28,Dormant
C7386,2025-02-01,Dormant
C7387,2024-03-27,Dormant
C7388,2025-09-17,Dormant
C7389,2025-01-26,Dormant
C7390,2024-11-13,Dormant
C7391,2024-10-01,Dormant
C7392,2024-05-11,Dormant
C7393,2025-07-11,Active
C7394,2025-09-02,Dormant
C7395,2024-05-24,Active
C7396,2023-12-08,Dormant
C7397,2024-11-10,Active
C7398,2023-11-15,Dormant
C7399,2025-05-16,Dormant
C7400,2023-12-15,Active
C7401,2025-05-06,Dormant
C7402,2025-05-18,Dormant
C7403,2024-10-21,Active
C7404,2024-03-23,Dormant
C7405,2024-01-30,Active
C7406,2025-09-04,Dormant
C7407,2023-12-06,Active
C7408,2024-05-16,Dormant
C7409,2025-08-13,Dormant
C7410,2025-03-09,Dormant
C7411,2024-08-21,Active
C7412,2025-04-09,Dormant
C7413,2025-06-06,Dormant
C7414,2023-12-27,Dormant
C7415,2024-06-12,Dormant
C7416,2025-09-13,Dormant
C7417,2024-05-17,Dormant
C7418,2024-10-26,Active
C7419,2024-12-15,Active
C7420,2024-06-12,Dormant
C7421,2025-02-03,Active
C7422,2025-03-26,Dormant
C7423,2024-11-02,Active
C7424,2024-03-04,Active
C7425,2024-11-03,Dormant
C7426,2024-09-19,Active
C7427,2024-05-05,Active
C7428,2025-05-25,Active
C7429,2025-03-07,Active
C7430,2024-07-21,Dormant
C7431,2025-03-16,Dormant
C7432,2025-05-24,Active
C7433,2025-02-01,Active
C7434,2025-05-30,Active
C7435,2024-05-05,Active
C7436,2025-01-02,Active
C7437,2025-05-05,Dormant
C7438,2024-02-03,Dormant
C7439,2023-12-05,Dormant
C7440,2024-02-09,Dormant
C7441,2024-12-10,Active
C7442,2025-08-30,Active
C7443,2024-07-30,Dormant
C7444,2024-06-06,Active
C7445,2024-11-04,Dormant
C7446,2023-11-08,Active
C7447,2024-03-25,Dormant
C7448,2024-07-14,Active
C7449,2024-10-05,Dormant
C7450,2024-05-10,Dormant
C7451,2025-02-06,Dormant
C7452,2024-10-20,Dormant
C7453,2024-06-19,Dormant
C7454,2025-07-10,Dormant
C7455,2024-12-05,Dormant
C7456,2023-12-18,Dormant
C7457,2025-09-11,Dormant
C7458,2024-09-23,Dormant
C7459,2025-04-03,Dormant
C7460,2025-09-21,Active
C7461,2024-04-03,Dormant
C7462,2024-07-17,Dormant
C7463,2024-10-04,Active
C7464,2024-08-22,Dormant
C7465,2025-09-06,Dormant
C7466,2024-11-25,Dormant
C7467,2025-08-27,Dormant
C7468,2024-10-24,Dormant
C7469,2025-03-07,Dormant
C7470,2024-01-07,Dormant
C7471,2024-01-23,Dormant
C7472,2024-11-05,Active
C7473,2025-04-12,Dormant
C7474,2024-12-01,Active
C7475,2025-04-20,Active
C7476,2025-03-18,Dormant
C7477,2025-04-24,Dormant
C7478,2024-08-11,Active
C7479,2024-08-27,Active
C7480,2025-01-27,Dormant
C7481,2025-02-06,Active
C7482,2025-05-16,Active
C7483,2025-04-21,Active
C7484,2024-02-21,Active
C7485,2024-05-28,Dormant
C7486,2024-03-17,Dormant
C7487,2024-08-12,Active
C7488,2025-07-17,Dormant
C7489,2024-05-27,Active
C7490,2025-04-09,Active
C7491,2025-09-02,Active
C7492,2025-04-26,Dormant
C7493,2023-12-10,Active
C7494,2025-08-26,Dormant
C7495,2024-11-19,Dormant
C7496,2024-12-13,Dormant
C7497,2024-07-31,Active
C7498,2025-08-31,Dormant
C7499,2025-05-18,Active
C7500,2025-07-30,Dormant
C7501,2023-12-16,Active
C7502,2024-04-27,Dormant
C7503,2025-04-03,Active
C7504,2025-05-01,Active
C7505,2025-05-09,Dormant
C7506,2024-05-29,Active
C7507,2023-11-04,Active
C7508,2024-04-21,Dormant
C7509,2024-07-10,Dormant
C7510,2025-08-20,Dormant
C7511,2025-07-28,Dormant
C7512,2024-02-16,Active
C7513,2025-01-25,Dormant
C7514,2024-06-01,Active
C7515,2025-08-30,Dormant
C7516,2025-03-18,Dormant
C7517,2024-09-08,Active
C7518,2025-05-29,Active
C7519,2024-01-02,Dormant
C7520,2025-01-16,Dormant
C7521,2025-03-18,Active
C7522,2024-01-02,Dormant
C7523,2024-05-18,Dormant
C7524,2025-05-17,Dormant
C7525,2025-03-04,Active
C7526,2024-03-13,Active
C7527,2025-07-13,Active
C7528,2025-07-18,Active
C7529,2023-11-02,Active
C7530,2025-07-16,Dormant
C7531,2025-06-24,Dormant
C7532,2025-02-13,Active
C7533,2024-07-24,Dormant
C7534,2024-09-15,Dormant
C7535,2024-07-23,Active
C7536,2024-12-14,Dormant
C7537,2025-05-30,Dormant
C7538,2025-04-20,Active
C7539,2023-11-18,Dormant
C7540,2024-11-28,Dormant
C7541,2025-03-24,Active
C7542,2024-05-26,Dormant
C7543,2025-03-13,Active
C7544,2024-09-03,Dormant
C7545,2025-05-14,Active
C7546,2024-09-22,Active
C7547,2024-09-20,Dormant
C7548,2025-07-23,Active
C7549,2024-09-28,Active
C7550,2025-08-13,Dormant
C7551,2025-02-25,Active
C7552,2024-08-15,Dormant
C7553,2025-03-31,Dormant
C7554,2024-05-15,Active
C7555,2024-01-07,Active
C7556,2023-11-07,Active
C7557,2024-01-21,Dormant
C7558,2025-07-20,Dormant
C7559,2024-02-18,Dormant
C7560,2024-05-28,Active
C7561,2025-04-20,Dormant
C7562,2024-08-13,Dormant
C7563,2024-07-13,Active
C7564,2024-04-11,Active
C7565,2025-03-29,Active
C7566,2024-10-18,Active
C7567,2024-05-11,Active
C7568,2025-02-15,Active
C7569,2025-03-08,Dormant
C7570,2025-02-18,Active
C7571,2025-07-11,Active
C7572,2025-09-17,Active
C7573,2024-02-10,Dormant
C7574,2024-09-24,Active
C7575,2024-01-20,Dormant
C7576,2025-03-21,Active
C7577,2024-01-20,Dormant
C7578,2025-09-07,Dormant
C7579,2024-06-27,Dormant
C7580,2024-04-09,Dormant
C7581,2023-12-26,Active
C7582,2025-09-06,Dormant
C7583,2025-09-07,Active
C7584,2025-08-19,Dormant
C7585,2025-04-17,Active
C7586,2025-01-07,Active
C7587,2023-11-23,Active
C7588,2025-09-08,Active
C7589,2025-01-05,Active
C7590,2025-09-07,Active
C7591,2024-07-04,Active
C7592,2025-06-29,Dormant
C7593,2025-02-19,Dormant
C7594,2025-09-20,Dormant
C7595,2024-03-23,Dormant
C7596,2024-01-28,Active
C7597,2025-04-07,Active
C7598,2024-03-31,Active
C7599,2024-10-01,Dormant
C7600,2024-01-27,Dormant
C7601,2025-08-05,Active
C7602,2024-12-04,Dormant
C7603,2024-06-12,Dormant
C7604,2024-03-05,Dormant
C7605,2024-12-29,Active
C7606,2025-03-05,Dormant
C7607,2025-02-28,Dormant
C7608,2024-12-22,Active
C7609,2025-06-09,Dormant
C7610,2024-07-27,Dormant
C7611,2025-07-22,Dormant
C7612,2025-08-21,Active
C7613,2025-04-24,Dormant
C7614,2025-03-24,Dormant
C7615,2024-04-29,Dormant
C7616,2024-02-02,Dormant
C7617,2024-10-25,Dormant
C7618,2025-06-29,Active
C7619,2024-05-15,Dormant
C7620,2023-11-04,Active
C7621,2024-01-13,Active
C7622,2024-12-30,Active
C7623,2025-01-20,Active
C7624,2024-10-09,Active
C7625,2024-05-16,Active
C7626,2024-03-23,Active
C7627,2024-01-04,Active
C7628,2024-12-27,Active
C7629,2024-03-16,Dormant
C7630,2024-02-14,Dormant
C7631,2024-04-06,Active
C7632,2024-01-05,Active
C7633,2025-03-04,Dormant
C7634,2025-01-24,Dormant
C7635,2024-01-14,Active
C7636,2023-11-19,Active
C7637,2023-12-05,Active
C7638,2025-08-14,Active
C7639,2023-12-07,Dormant
C7640,2025-09-10,Dormant
C7641,2025-01-10,Dormant
C7642,2025-03-11,Active
C7643,2025-07-28,Dormant
C7644,2024-04-14,Dormant
C7645,2025-07-22,Dormant
C7646,2024-09-11,Active
C7647,2024-01-08,Active
C7648,2024-01-23,Active
C7649,2024-11-30,Dormant
C7650,2025-02-21,Dormant
C7651,2024-06-06,Active
C7652,2024-12-24,Dormant
C7653,2024-04-03,Active
C7654,2024-03-29,Active
C7655,2024-07-03,Dormant
C7656,2025-06-11,Dormant
C7657,2023-10-23,Dormant
C7658,2025-02-20,Dormant
C7659,2025-07-29,Active
C7660,2024-05-01,Dormant
C7661,2025-01-17,Dormant
C7662,2024-06-01,Dormant
C7663,2024-09-20,Active
C7664,2024-02-11,Active
C7665,2025-05-25,Dormant
C7666,2025-03-29,Dormant
C7667,2024-04-18,Active
C7668,2025-07-20,Dormant
C7669,2025-04-21,Active
C7670,2024-09-18,Dormant
C7671,2024-01-31,Active
C7672,2024-07-31,Active
C7673,2023-11-06,Active
C7674,2024-07-22,Dormant
C7675,2025-09-07,Active
C7676,2024-08-17,Dormant
C7677,2024-07-20,Dormant
C7678,2025-09-08,Dormant
C7679,2024-04-10,Active
C7680,2023-11-05,Active
C7681,2024-12-09,Dormant
C7682,2024-09-23,Active
C7683,2025-09-05,Dormant
C7684,2023-11-12,Dormant
C7685,2025-03-24,Active
C7686,2025-04-10,Dormant
C7687,2024-01-25,Active
C7688,2025-03-28,Active
C7689,2025-07-02,Dormant
C7690,2025-02-11,Active
C7691,2024-07-25,Active
C7692,2025-07-06,Active
C7693,2025-01-15,Dormant
C7694,2024-04-17,Active
C7695,2025-07-04,Active
C7696,2023-11-11,Dormant
C7697,2024-11-22,Active
C7698,2024-08-16,Dormant
C7699,2025-04-18,Dormant
C7700,2024-02-08,Active
C7701,2025-05-09,Dormant
C7702,2025-04-18,Dormant
C7703,2025-08-19,Active
C7704,2024-07-30,Active
C7705,2023-11-21,Dormant
C7706,2023-10-25,Dormant
C7707,2023-12-01,Active
C7708,2024-06-25,Dormant
C7709,2025-05-02,Dormant
C7710,2024-05-01,Dormant
C7711,2024-09-15,Active
C7712,2025-01-02,Dormant
C7713,2025-05-31,Dormant
C7714,2024-02-15,Active
C7715,2024-11-13,Active
C7716,2025-03-28,Active
C7717,2024-11-30,Dormant
C7718,2023-11-09,Active
C7719,2025-06-09,Active
C7720,2024-10-19,Active
C7721,2024-10-13,Dormant
