customer_id,entity_type,customer_name,jurisdiction,industry,account_open_date,last_kyc_review_date,risk_rating
C7106,INDIVIDUAL,Kara Hall,EU,Manufacturing,2022-07-10,2022-10-29,Medium
C7107,INDIVIDUAL,Kevin Hall,EU,Pharmaceuticals,2019-05-22,2021-10-01,Low
C7108,INDIVIDUAL,Lena Hall,US,Pharmaceuticals,2016-02-23,2023-03-07,Medium
C7109,LEGAL_ENTITY,Silvergate Manufacturing LLP,UK,Private Investment,2017-03-26,2024-06-02,High
C7110,INDIVIDUAL,Leon Hall,UK,Technology,2024-04-01,2023-07-03,High
C7111,LEGAL_ENTITY,Stonebridge Manufacturing Ltd,UK,Professional Services,2024-01-12,2022-05-02,Medium
C7112,INDIVIDUAL,Liam Hall,UK,Manufacturing,2021-10-31,2024-02-10,High
C7113,INDIVIDUAL,Lila Hall,Offshore,Energy Trading,2022-03-29,2022-07-20,Low
C7114,INDIVIDUAL,Lucas Hall,US,Private Investment,2021-03-22,2023-06-13,Medium
C7115,LEGAL_ENTITY,Summit Manufacturing Corp,US,Agribusiness,2020-12-23,2021-02-04,Low
C7116,INDIVIDUAL,Mason Hall,EU,Energy,2022-02-02,2024-05-26,High
C7117,INDIVIDUAL,Maya Hall,US,Software,2019-01-19,2021-09-17,Low
C7118,LEGAL_ENTITY,Tamarind Manufacturing Corp,US,Pharmaceuticals,2020-05-01,2024-02-19,High
C7119,INDIVIDUAL,Mia Hall,US,Asset Management,2022-12-19,2021-10-18,Low
C7120,INDIVIDUAL,Naomi Hall,Offshore,Manufacturing,2023-02-20,2022-10-26,Low
C7121,INDIVIDUAL,Nathan Hall,US,Mining Services,2021-09-26,2024-03-22,Medium
C7122,INDIVIDUAL,Nina Hall,EU,Real Estate,2015-09-08,2023-11-02,Medium
C7123,LEGAL_ENTITY,Trinity Manufacturing Corp,US,Construction,2023-03-04,2024-06-23,High
C7124,LEGAL_ENTITY,Valiant Manufacturing LLC,US,Education,2026-02-27,2022-02-07,Medium
C7125,INDIVIDUAL,Noah Hall,EU,Wholesale Trade,2023-12-05,2023-12-23,High
C7126,INDIVIDUAL,Oliver Hall,EU,Logistics,2025-12-25,2022-04-04,Low
C7127,INDIVIDUAL,Olivia Hall,US,Import/Export,2022-12-29,2024-01-21,Medium
C7128,LEGAL_ENTITY,Westhaven Manufacturing SA,EU,Luxury Goods,2025-08-04,2022-09-05,Low
C7129,INDIVIDUAL,Oscar Hall,US,Pharmaceuticals,2025-10-24,2024-07-22,High
C7130,LEGAL_ENTITY,Windward Manufacturing BV,EU,Real Estate,2017-04-17,2021-11-03,Low
C7131,INDIVIDUAL,Priya Hall,Offshore,Consulting,2023-06-01,2022-08-30,Low
C7132,INDIVIDUAL,Quinn Hall,Offshore,Private Investment,2021-12-13,2023-09-14,High
C7133,INDIVIDUAL,Rafael Hall,Offshore,Retail,2017-03-09,2021-06-03,Low
C7134,INDIVIDUAL,Rachel Hall,US,Consulting,2015-07-31,2023-01-20,Medium
C7135,LEGAL_ENTITY,Yarrow Manufacturing Ltd,UK,Asset Management,2025-11-14,2023-04-08,Medium
C7136,INDIVIDUAL,Ruby Hall,EU,Logistics,2019-10-04,2022-03-05,Low
C7137,INDIVIDUAL,Sofia Hall,US,Real Estate,2020-12-24,2022-12-01,Low
C7138,LEGAL_ENTITY,Zenith Manufacturing GmbH,EU,FinTech,2018-06-25,2023-02-24,Low
C7139,INDIVIDUAL,Stella Hall,EU,Private Investment,2020-07-23,2022-11-13,Low
C7140,INDIVIDUAL,Thomas Hall,US,Mining Services,2015-04-23,2021-04-11,Low
C7141,INDIVIDUAL,Valeria Hall,UK,Agribusiness,2023-05-11,2021-08-15,Low
C7142,LEGAL_ENTITY,Larkspur Manufacturing BV,EU,Software,2024-03-28,2023-05-01,High
C7143,LEGAL_ENTITY,Meridian Manufacturing GmbH,EU,Shipping,2024-02-28,2023-03-18,Low
C7144,INDIVIDUAL,Victor Hall,UK,Retail,2025-02-23,2021-03-10,Low
C7145,INDIVIDUAL,Zoe Hall,EU,Media,2022-10-24,2025-03-02,High
C7146,INDIVIDUAL,Aaron Hansen,EU,Software,2018-09-02,2023-04-20,High
C7147,INDIVIDUAL,Alice Hansen,UK,Hospitality,2025-07-08,2022-11-04,Medium
C7148,LEGAL_ENTITY,Northgate Manufacturing Inc,US,Energy Trading,2019-04-16,2022-03-02,Low
C7149,LEGAL_ENTITY,Crescent Manufacturing SA,EU,Technology,2018-01-29,2023-10-24,High
C7150,INDIVIDUAL,Amelia Hansen,EU,Private Investment,2024-05-26,2022-02-14,Medium
C7151,INDIVIDUAL,Andre Hansen,US,Energy,2019-10-04,2023-10-19,Medium
C7152,LEGAL_ENTITY,Elmwood Manufacturing SA,EU,Hospitality,2024-10-14,2022-09-26,Medium
C7153,INDIVIDUAL,Angela Hansen,US,Insurance Brokerage,2020-09-09,2021-07-23,Low
C7154,INDIVIDUAL,Anita Hansen,US,Agribusiness,2021-07-11,2021-11-08,Low
C7155,INDIVIDUAL,Arthur Hansen,US,Agribusiness,2024-02-11,2022-05-20,Medium
C7156,INDIVIDUAL,Bianca Hansen,US,Software,2023-03-25,2021-10-09,Low
C7157,INDIVIDUAL,Caleb Hansen,US,Asset Management,2018-03-11,2023-04-28,Medium
C7158,LEGAL_ENTITY,Foxhall Manufacturing SA,EU,Agribusiness,2025-10-04,2024-03-19,Medium
C7159,INDIVIDUAL,Camila Hansen,EU,FinTech,2019-06-16,2021-11-30,Low
C7160,LEGAL_ENTITY,Greenline Manufacturing LLC,US,Real Estate,2019-11-25,2023-01-04,Low
C7161,INDIVIDUAL,Carla Hansen,US,Retail,2016-05-29,2023-03-20,Low
C7162,INDIVIDUAL,Carmen Hansen,US,Professional Services,2019-04-28,2023-07-23,Medium
C7163,LEGAL_ENTITY,Helix Manufacturing GmbH,EU,Consulting,2018-04-29,2022-12-05,Medium
C7164,LEGAL_ENTITY,Inverness Manufacturing LLC,US,Hospitality,2018-02-26,2021-03-09,Low
C7165,LEGAL_ENTITY,Jasper Manufacturing LLC,US,Telecom,2024-01-10,2021-09-04,Low
C7166,INDIVIDUAL,Charlotte Hansen,US,Energy,2023-09-16,2021-03-14,Low
C7167,INDIVIDUAL,Claire Hansen,US,Manufacturing,2015-09-11,2022-04-02,Low
C7168,INDIVIDUAL,Daniel Hansen,EU,Logistics,2020-12-14,2022-06-01,Low
C7169,INDIVIDUAL,Daria Hansen,US,Import/Export,2017-05-10,2023-09-04,High
C7170,INDIVIDUAL,Diego Hansen,EU,Import/Export,2017-06-09,2022-01-12,Low
C7171,INDIVIDUAL,Dylan Hansen,EU,Insurance Brokerage,2018-05-17,2022-12-29,Low
C7172,INDIVIDUAL,Elena Hansen,EU,Education,2024-11-04,2022-12-31,Low
C7173,INDIVIDUAL,Elijah Hansen,US,Energy,2019-12-28,2022-03-25,Medium
C7174,INDIVIDUAL,Emily Hansen,US,Consulting,2019-02-01,2023-10-15,Medium
C7175,LEGAL_ENTITY,Kingsley Manufacturing LLC,US,Manufacturing,2020-03-05,2025-03-02,High
C7176,LEGAL_ENTITY,Linden Manufacturing Ltd,UK,Telecom,2015-07-10,2022-10-29,Medium
C7177,INDIVIDUAL,Emma Hansen,US,Construction,2017-03-26,2022-08-29,Low
C7178,INDIVIDUAL,Eva Hansen,EU,Hospitality,2022-06-11,2022-05-05,Low
C7179,LEGAL_ENTITY,Monarch Manufacturing BV,EU,Import/Export,2021-02-24,2023-10-12,Medium
C7180,INDIVIDUAL,Felix Hansen,Offshore,Consulting,2021-03-28,2022-08-05,Low
C7181,LEGAL_ENTITY,Novaline Manufacturing LLP,UK,Luxury Goods,2019-06-21,2022-10-16,Low
C7182,INDIVIDUAL,Gabriel Hansen,EU,Healthcare,2023-10-13,2021-09-08,Low
C7183,INDIVIDUAL,Grace Hansen,EU,Professional Services,2020-02-08,2022-01-23,Low
C7184,LEGAL_ENTITY,Orion Manufacturing SA,EU,Energy,2025-05-12,2021-07-21,Low
C7185,INDIVIDUAL,Hannah Hansen,UK,Import/Export,2021-05-14,2021-12-07,Low
C7186,LEGAL_ENTITY,Apex Distribution Corp,US,Logistics,2025-04-23,2021-11-04,Low
C7187,INDIVIDUAL,Henry Hansen,UK,Education,2017-12-17,2023-11-20,Medium
C7188,INDIVIDUAL,Hugo Hansen,Offshore,Education,2024-03-27,2022-04-15,Medium
C7189,LEGAL_ENTITY,Aster Distribution Ltd,Offshore,Technology,2017-07-09,2022-04-12,Low
C7190,LEGAL_ENTITY,Bluecrest Distribution Ltd,Offshore,Logistics,2015-11-09,2022-08-23,Medium
C7191,LEGAL_ENTITY,Bridgewater Distribution Inc,US,Food Processing,2016-12-16,2022-04-17,Low
C7192,LEGAL_ENTITY,Cedar Distribution SA,EU,Construction,2024-02-02,2021-09-28,Low
C7193,INDIVIDUAL,Iris Hansen,US,Healthcare Services,2019-07-14,2021-05-20,Low
C7194,INDIVIDUAL,Isaac Hansen,EU,Agribusiness,2025-07-16,2024-02-14,Medium
C7195,INDIVIDUAL,Jade Hansen,EU,Technology,2015-05-25,2023-02-25,Low
C7196,LEGAL_ENTITY,Clearpath Distribution GmbH,EU,Healthcare Services,2015-02-04,2022-10-20,Medium
C7197,LEGAL_ENTITY,Crown Distribution BV,EU,Agribusiness,2015-02-18,2022-02-24,Low
C7198,INDIVIDUAL,James Hansen,US,Pharmaceuticals,2018-05-19,2022-11-03,Medium
C7199,INDIVIDUAL,Jasper Hansen,UK,Logistics,2019-11-23,2022-02-20,Low
C7200,LEGAL_ENTITY,Evergreen Distribution BV,EU,Shipping,2018-07-18,2021-08-29,Low
C7201,LEGAL_ENTITY,Falcon Distribution Ltd,Offshore,Luxury Goods,2018-10-01,2021-08-12,Low
C7202,LEGAL_ENTITY,Fortress Distribution BV,EU,Professional Services,2018-06-29,2024-07-02,High
C7203,INDIVIDUAL,Julia Hansen,US,Shipping,2019-09-29,2021-12-21,Low
C7204,INDIVIDUAL,Julian Hansen,US,Wholesale Trade,2025-10-20,2024-04-25,High
C7205,LEGAL_ENTITY,Harbor Distribution Corp,US,Real Estate,2022-08-09,2022-10-08,Low
C7206,LEGAL_ENTITY,Highland Distribution SA,EU,Healthcare,2015-09-26,2023-01-07,Medium
C7207,INDIVIDUAL,Kara Hansen,EU,Private Investment,2015-01-28,2021-11-22,Low
C7208,INDIVIDUAL,Kevin Hansen,UK,Education,2024-04-18,2023-01-19,Low
C7209,LEGAL_ENTITY,Ironwood Distribution BV,EU,Professional Services,2023-10-23,2023-01-04,Low
C7210,INDIVIDUAL,Lena Hansen,EU,Import/Export,2016-10-20,2023-01-21,Low
C7211,INDIVIDUAL,Leon Hansen,US,Pharmaceuticals,2025-05-23,2021-12-01,Low
C7212,INDIVIDUAL,Liam Hansen,Offshore,Insurance Brokerage,2020-03-31,2022-05-23,Low
C7213,INDIVIDUAL,Lila Hansen,US,Import/Export,2023-02-16,2023-03-16,Low
C7214,INDIVIDUAL,Lucas Hansen,EU,Technology,2015-06-07,2022-08-24,Low
C7215,INDIVIDUAL,Mason Hansen,US,Manufacturing,2017-04-28,2022-06-26,Medium
C7216,INDIVIDUAL,Maya Hansen,EU,Healthcare Services,2023-05-23,2022-04-28,Low
C7217,INDIVIDUAL,Mia Hansen,EU,Food Processing,2019-12-24,2022-06-25,Low
C7218,INDIVIDUAL,Naomi Hansen,US,Logistics,2016-01-10,2022-11-03,Low
C7219,LEGAL_ENTITY,Keystone Distribution LLP,UK,Energy,2022-04-17,2021-08-30,Low
C7220,LEGAL_ENTITY,Lighthouse Distribution Ltd,UK,Shipping,2019-12-02,2022-04-16,Low
C7221,INDIVIDUAL,Nathan Hansen,US,Luxury Goods,2015-08-13,2022-08-01,Low
C7222,LEGAL_ENTITY,Maple Distribution Corp,US,Education,2019-12-08,2022-05-17,Low
C7223,INDIVIDUAL,Nina Hansen,US,Software,2024-07-04,2022-09-19,Low
C7224,LEGAL_ENTITY,Northbridge Distribution Corp,US,Import/Export,2020-12-24,2022-10-31,Low
C7225,INDIVIDUAL,Noah Hansen,Offshore,Luxury Goods,2022-04-12,2022-11-23,Medium
C7226,LEGAL_ENTITY,Oakridge Distribution Inc,US,Energy,2020-11-09,2022-12-01,Medium
C7227,LEGAL_ENTITY,Pioneer Distribution LLC,US,Wholesale Trade,2017-06-21,2022-03-07,Low
C7228,INDIVIDUAL,Oliver Hansen,Offshore,Pharmaceuticals,2022-01-09,2021-10-10,Low
C7229,INDIVIDUAL,Olivia Hansen,EU,Healthcare Services,2017-10-21,2024-08-23,High
C7230,INDIVIDUAL,Oscar Hansen,Offshore,Hospitality,2021-04-24,2021-09-17,Low
C7231,INDIVIDUAL,Priya Hansen,US,Media,2025-12-28,2021-06-17,Low
C7232,LEGAL_ENTITY,PrimeArc Distribution SA,EU,Pharmaceuticals,2016-01-20,2022-05-28,Low
C7233,INDIVIDUAL,Quinn Hansen,US,Real Estate,2024-10-08,2023-03-25,Low
C7234,INDIVIDUAL,Rafael Hansen,US,Asset Management,2015-01-09,2022-01-15,Low
C7235,LEGAL_ENTITY,Quarry Distribution GmbH,EU,Real Estate,2018-11-12,2023-07-13,Medium
C7236,LEGAL_ENTITY,Redwood Distribution GmbH,EU,Agribusiness,2021-12-03,2021-12-31,Low
C7237,INDIVIDUAL,Rachel Hansen,US,Software,2016-06-06,2023-06-05,Medium
C7238,INDIVIDUAL,Ruby Hansen,US,Insurance Brokerage,2020-05-05,2021-08-24,Low
C7239,INDIVIDUAL,Sofia Hansen,US,Consulting,2016-06-02,2023-03-25,Medium
C7240,LEGAL_ENTITY,Riverstone Distribution Inc,US,Software,2021-12-05,2022-01-16,Low
C7241,INDIVIDUAL,Stella Hansen,EU,Insurance Brokerage,2017-03-30,2021-12-24,Low
C7242,LEGAL_ENTITY,Rosemont Distribution BV,EU,Software,2025-09-25,2023-07-21,High
C7243,INDIVIDUAL,Thomas Hansen,UK,Wholesale Trade,2025-11-19,2022-08-28,Low
C7244,INDIVIDUAL,Valeria Hansen,EU,Asset Management,2025-11-14,2022-10-26,Low
C7245,LEGAL_ENTITY,Sable Distribution LLC,US,Food Processing,2018-03-04,2024-10-17,High
C7246,LEGAL_ENTITY,Silvergate Distribution Corp,US,Hospitality,2024-09-02,2025-02-10,High
C7247,LEGAL_ENTITY,Stonebridge Distribution Inc,US,Food Processing,2022-10-21,2021-10-20,Low
C7248,LEGAL_ENTITY,Summit Distribution LLP,UK,Technology,2024-11-28,2022-06-22,Low
C7249,LEGAL_ENTITY,Tamarind Distribution SA,EU,Wholesale Trade,2025-02-06,2024-11-07,High
C7250,INDIVIDUAL,Victor Hansen,US,Insurance Brokerage,2021-01-12,2021-09-23,Low
C7251,INDIVIDUAL,Zoe Hansen,EU,Food Processing,2019-01-31,2021-09-24,Low
C7252,LEGAL_ENTITY,Trinity Distribution LLC,US,Shipping,2018-10-12,2023-04-09,Medium
C7253,LEGAL_ENTITY,Valiant Distribution BV,EU,Shipping,2019-08-12,2021-11-07,Low
C7254,INDIVIDUAL,Aaron Hart,UK,Manufacturing,2023-07-13,2022-03-17,Low
C7255,LEGAL_ENTITY,Westhaven Distribution SA,EU,Private Investment,2016-02-08,2023-02-16,Low
C7256,INDIVIDUAL,Alice Hart,UK,Construction,2022-06-29,2022-07-22,Low
C7257,INDIVIDUAL,Amelia Hart,Offshore,Luxury Goods,2025-05-06,2021-03-12,Low
C7258,INDIVIDUAL,Andre Hart,US,Logistics,2019-03-17,2023-07-06,Medium
C7259,LEGAL_ENTITY,Windward Distribution Corp,US,Hospitality,2025-07-25,2022-07-09,Medium
C7260,INDIVIDUAL,Angela Hart,UK,Food Processing,2020-09-05,2022-07-11,Medium
C7261,LEGAL_ENTITY,Yarrow Distribution Inc,US,FinTech,2023-07-21,2023-01-04,Low
C7262,INDIVIDUAL,Anita Hart,EU,Education,2015-05-06,2023-02-17,Medium
C7263,INDIVIDUAL,Arthur Hart,EU,Technology,2018-04-03,2021-03-29,Low
C7264,LEGAL_ENTITY,Zenith Distribution Corp,US,Telecom,2021-06-18,2023-01-16,Low
C7265,LEGAL_ENTITY,Larkspur Distribution Corp,US,FinTech,2023-05-03,2024-11-29,High
C7266,LEGAL_ENTITY,Meridian Distribution LLP,UK,Real Estate,2023-12-24,2021-03-30,Low
C7267,INDIVIDUAL,Bianca Hart,UK,Wholesale Trade,2017-02-04,2021-02-23,Low
C7268,LEGAL_ENTITY,Northgate Distribution SPC,Offshore,Import/Export,2022-02-04,2021-11-03,Low
C7269,INDIVIDUAL,Caleb Hart,UK,Software,2022-12-26,2021-05-01,Low
C7270,INDIVIDUAL,Camila Hart,US,Agribusiness,2015-10-05,2022-06-03,Low
C7271,INDIVIDUAL,Carla Hart,EU,Shipping,2017-08-27,2023-05-28,Medium
C7272,LEGAL_ENTITY,Crescent Distribution Ltd,Offshore,Wholesale Trade,2023-02-02,2023-02-19,Medium
C7273,INDIVIDUAL,Carmen Hart,Offshore,Healthcare,2015-06-03,2021-04-25,Low
C7274,LEGAL_ENTITY,Elmwood Distribution LLP,UK,Logistics,2024-05-02,2021-08-07,Low
C7275,INDIVIDUAL,Charlotte Hart,EU,Construction,2015-03-11,2021-08-19,Low
C7276,LEGAL_ENTITY,Foxhall Distribution LLC,US,Agribusiness,2016-05-21,2021-02-04,Low
C7277,INDIVIDUAL,Claire Hart,US,Energy Trading,2026-01-15,2022-08-11,Low
C7278,LEGAL_ENTITY,Greenline Distribution SA,EU,Manufacturing,2015-10-07,2021-02-04,Low
C7279,LEGAL_ENTITY,Helix Distribution Inc,US,Insurance Brokerage,2017-05-04,2022-02-16,Low
C7280,LEGAL_ENTITY,Inverness Distribution LLC,US,Real Estate,2019-02-13,2022-05-22,Low
C7281,INDIVIDUAL,Daniel Hart,UK,Real Estate,2021-03-16,2022-05-28,Low
C7282,INDIVIDUAL,Daria Hart,EU,Real Estate,2020-02-22,2023-11-07,Medium
C7283,INDIVIDUAL,Diego Hart,US,Food Processing,2019-11-25,2022-01-12,Low
C7284,INDIVIDUAL,Dylan Hart,UK,Real Estate,2017-11-20,2022-12-05,Low
C7285,LEGAL_ENTITY,Jasper Distribution Ltd,UK,Technology,2019-07-07,2023-01-15,Low
C7286,LEGAL_ENTITY,Kingsley Distribution SA,EU,Healthcare,2024-09-26,2021-09-22,Low
C7287,INDIVIDUAL,Elena Hart,US,Technology,2022-08-25,2022-06-01,Medium
C7288,LEGAL_ENTITY,Linden Distribution BV,EU,Food Processing,2026-02-18,2023-05-24,Medium
C7289,INDIVIDUAL,Elijah Hart,EU,Education,2024-09-25,2022-06-23,Low
C7290,INDIVIDUAL,Emily Hart,US,Logistics,2019-12-17,2023-05-25,Medium
C7291,INDIVIDUAL,Emma Hart,US,Retail,2015-06-05,2023-05-29,High
C7292,LEGAL_ENTITY,Monarch Distribution Corp,US,FinTech,2025-02-28,2021-12-04,Low
C7293,INDIVIDUAL,Eva Hart,EU,Professional Services,2016-11-21,2023-01-15,Medium
C7294,LEGAL_ENTITY,Novaline Distribution BV,EU,Hospitality,2025-02-05,2023-05-11,Medium
C7295,INDIVIDUAL,Felix Hart,US,Mining Services,2018-08-27,2022-03-15,Low
C7296,INDIVIDUAL,Gabriel Hart,US,Energy Trading,2020-06-15,2025-03-16,High
C7297,LEGAL_ENTITY,Orion Distribution SPC,Offshore,Shipping,2025-04-09,2021-07-25,Low
C7298,INDIVIDUAL,Grace Hart,EU,Healthcare Services,2021-04-28,2022-05-03,Medium
C7299,LEGAL_ENTITY,Apex Commodities LLP,UK,Shipping,2017-12-09,2022-11-10,Low
C7300,INDIVIDUAL,Hannah Hart,UK,Healthcare,2021-08-15,2022-03-22,Low
C7301,INDIVIDUAL,Henry Hart,EU,Food Processing,2019-02-09,2023-09-12,Medium
C7302,LEGAL_ENTITY,Aster Commodities BV,EU,Agribusiness,2016-12-24,2022-06-09,Low
C7303,INDIVIDUAL,Hugo Hart,US,Agribusiness,2016-01-31,2023-01-16,Low
C7304,INDIVIDUAL,Iris Hart,US,Telecom,2023-04-19,2022-05-08,Medium
C7305,INDIVIDUAL,Isaac Hart,UK,Mining Services,2016-10-01,2021-05-06,Low
C7306,INDIVIDUAL,Jade Hart,EU,Real Estate,2019-01-19,2023-03-02,Low
C7307,LEGAL_ENTITY,Bluecrest Commodities GmbH,EU,Agribusiness,2016-05-31,2021-03-03,Low
C7308,INDIVIDUAL,James Hart,EU,Healthcare Services,2021-10-10,2023-02-07,Low
C7309,LEGAL_ENTITY,Bridgewater Commodities LLC,US,Technology,2018-06-09,2024-01-29,Medium
C7310,INDIVIDUAL,Jasper Hart,US,Technology,2020-08-22,2024-10-14,High
C7311,INDIVIDUAL,Julia Hart,US,Healthcare Services,2025-03-11,2021-06-20,Low
C7312,LEGAL_ENTITY,Cedar Commodities Ltd,UK,Private Investment,2016-10-13,2022-02-11,Medium
C7313,LEGAL_ENTITY,Clearpath Commodities LLC,US,Insurance Brokerage,2021-12-22,2022-09-01,Low
C7314,INDIVIDUAL,Julian Hart,UK,Healthcare Services,2024-02-21,2023-07-12,High
C7315,LEGAL_ENTITY,Crown Commodities SPC,Offshore,Private Investment,2021-10-13,2021-02-04,Low
C7316,LEGAL_ENTITY,Evergreen Commodities BV,EU,Insurance Brokerage,2015-07-21,2021-12-01,Low
C7317,INDIVIDUAL,Kara Hart,EU,Import/Export,2015-07-10,2022-06-14,Low
C7318,LEGAL_ENTITY,Falcon Commodities Inc,US,Luxury Goods,2021-08-12,2021-04-23,Low
C7319,LEGAL_ENTITY,Fortress Commodities LLC,US,Shipping,2021-01-09,2022-06-30,Low
C7320,INDIVIDUAL,Kevin Hart,US,Healthcare,2016-05-25,2022-04-14,Low
C7321,INDIVIDUAL,Lena Hart,UK,Luxury Goods,2025-03-20,2023-03-17,High
C7322,LEGAL_ENTITY,Harbor Commodities LLC,US,Manufacturing,2016-03-24,2023-06-03,Medium
C7323,INDIVIDUAL,Leon Hart,EU,Wholesale Trade,2018-05-02,2022-02-19,Low
C7324,LEGAL_ENTITY,Highland Commodities Corp,US,Asset Management,2019-06-19,2021-08-30,Low
C7325,LEGAL_ENTITY,Ironwood Commodities SPC,Offshore,Professional Services,2022-03-02,2024-11-20,High
C7326,LEGAL_ENTITY,Keystone Commodities GmbH,EU,Telecom,2019-03-11,2023-03-15,Medium
C7327,INDIVIDUAL,Liam Hart,EU,Luxury Goods,2017-07-03,2023-03-04,Low
C7328,LEGAL_ENTITY,Lighthouse Commodities Corp,US,Real Estate,2017-01-27,2023-06-05,High
C7329,INDIVIDUAL,Lila Hart,EU,Healthcare Services,2017-12-08,2022-10-20,Medium
C7330,INDIVIDUAL,Lucas Hart,EU,Technology,2021-11-25,2021-05-23,Low
C7331,INDIVIDUAL,Mason Hart,Offshore,Education,2020-11-13,2021-03-10,Low
C7332,LEGAL_ENTITY,Maple Commodities LLC,US,Consulting,2023-09-02,2021-05-06,Low
C7333,INDIVIDUAL,Maya Hart,EU,Healthcare,2020-07-23,2021-07-20,Low
C7334,LEGAL_ENTITY,Northbridge Commodities Inc,US,Luxury Goods,2017-07-06,2021-11-11,Low
C7335,LEGAL_ENTITY,Oakridge Commodities LLC,US,Healthcare Services,2018-05-21,2024-06-24,High
C7336,INDIVIDUAL,Mia Hart,UK,Pharmaceuticals,2023-01-05,2023-08-31,High
C7337,INDIVIDUAL,Naomi Hart,EU,Software,2018-12-14,2023-02-25,Low
C7338,INDIVIDUAL,Nathan Hart,US,Professional Services,2015-12-23,2023-10-23,High
C7339,LEGAL_ENTITY,Pioneer Commodities LLP,UK,Healthcare,2022-03-20,2022-04-03,Low
C7340,INDIVIDUAL,Nina Hart,US,Shipping,2021-05-14,2024-01-20,Medium
C7341,INDIVIDUAL,Noah Hart,EU,Energy Trading,2018-08-02,2021-10-07,Low
C7342,INDIVIDUAL,Oliver Hart,UK,Energy Trading,2018-11-26,2022-04-07,Low
C7343,LEGAL_ENTITY,PrimeArc Commodities BV,EU,FinTech,2022-03-06,2022-02-15,Medium
C7344,LEGAL_ENTITY,Quarry Commodities Ltd,UK,Technology,2019-11-17,2021-02-28,Low
C7345,INDIVIDUAL,Olivia Hart,EU,Technology,2017-09-03,2023-10-30,High
C7346,INDIVIDUAL,Oscar Hart,EU,Insurance Brokerage,2022-12-25,2021-07-05,Low
C7347,LEGAL_ENTITY,Redwood Commodities Corp,US,FinTech,2016-01-12,2023-11-23,Medium
C7348,LEGAL_ENTITY,Riverstone Commodities GmbH,EU,Pharmaceuticals,2025-05-29,2022-01-25,Low
C7349,LEGAL_ENTITY,Rosemont Commodities Ltd,Offshore,Real Estate,2018-03-07,2023-03-28,Low
C7350,LEGAL_ENTITY,Sable Commodities GmbH,EU,FinTech,2017-06-02,2022-08-15,Low
C7351,INDIVIDUAL,Priya Hart,US,Luxury Goods,2015-11-12,2024-03-01,Medium
C7352,INDIVIDUAL,Quinn Hart,EU,Wholesale Trade,2019-01-16,2022-03-03,Low
C7353,LEGAL_ENTITY,Silvergate Commodities Ltd,UK,Telecom,2023-11-11,2021-03-02,Low
C7354,LEGAL_ENTITY,Stonebridge Commodities LLP,UK,Import/Export,2024-07-20,2023-02-16,Low
C7355,INDIVIDUAL,Rafael Hart,EU,Energy Trading,2025-10-27,2022-05-16,Low
C7356,INDIVIDUAL,Rachel Hart,EU,Construction,2021-08-12,2022-11-23,Low
C7357,LEGAL_ENTITY,Summit Commodities Inc,US,Pharmaceuticals,2025-08-29,2025-01-12,High
C7358,LEGAL_ENTITY,Tamarind Commodities LLC,US,Private Investment,2017-05-20,2022-10-26,Low
C7359,INDIVIDUAL,Ruby Hart,UK,Technology,2020-03-14,2022-06-15,Low
C7360,INDIVIDUAL,Sofia Hart,EU,Mining Services,2024-08-21,2024-06-25,High
C7361,INDIVIDUAL,Stella Hart,EU,Healthcare Services,2023-07-02,2021-08-06,Low
C7362,INDIVIDUAL,Thomas Hart,EU,Food Processing,2017-12-18,2022-06-17,Medium
C7363,INDIVIDUAL,Valeria Hart,US,FinTech,2017-08-21,2021-08-19,Low
C7364,INDIVIDUAL,Victor Hart,EU,Luxury Goods,2018-10-03,2023-04-14,Medium
C7365,LEGAL_ENTITY,Trinity Commodities BV,EU,Technology,2017-07-13,2023-03-13,Medium
C7366,LEGAL_ENTITY,Valiant Commodities BV,EU,Professional Services,2021-08-03,2021-02-07,Low
C7367,INDIVIDUAL,Zoe Hart,Offshore,Healthcare,2016-08-21,2021-10-11,Low
C7368,LEGAL_ENTITY,Westhaven Commodities BV,EU,Logistics,2025-02-27,2022-11-15,Low
C7369,INDIVIDUAL,Aaron Hill,EU,Insurance Brokerage,2021-01-29,2023-06-19,Medium
C7370,INDIVIDUAL,Alice Hill,US,Asset Management,2016-12-24,2021-06-24,Low
C7371,INDIVIDUAL,Amelia Hill,EU,Logistics,2024-10-15,2023-06-01,Medium
C7372,INDIVIDUAL,Andre Hill,US,Energy,2022-10-08,2025-01-08,High
C7373,INDIVIDUAL,Angela Hill,UK,Import/Export,2025-02-25,2022-07-26,Low
C7374,INDIVIDUAL,Anita Hill,US,Telecom,2025-06-08,2024-10-17,High
C7375,INDIVIDUAL,Arthur Hill,EU,Hospitality,2022-02-24,2022-11-16,Low
C7376,INDIVIDUAL,Bianca Hill,US,Luxury Goods,2021-05-14,2024-11-06,High
C7377,LEGAL_ENTITY,Windward Commodities LLC,US,Energy,2024-11-22,2022-07-15,Medium
C7378,INDIVIDUAL,Caleb Hill,US,Education,2022-07-28,2023-09-23,Medium
C7379,INDIVIDUAL,Camila Hill,EU,Consulting,2019-05-27,2023-02-21,Medium
C7380,LEGAL_ENTITY,Yarrow Commodities Ltd,UK,Telecom,2023-03-08,2025-02-05,High
C7381,LEGAL_ENTITY,Zenith Commodities LLC,US,Consulting,2023-06-28,2023-02-04,Low
